"Client","Analyte","Station_ID","Station_Description","SampleType","Result","MRL","Unit","Status","Sampled","DATUM","DECIMAL_LAT","DECIMAL_LONG","StatusIdentifier","Comment","HUC","Database","SD","Detect"
"Beach Monitoring","Enterococcus","29312","Harris Beach State Park day use area, north cove at Harris Creek","Grab Sample::GS",487,10,"MPN/100 mL","A",2013-07-10 15:53:00,"Assumed NAD83",42.06924,-124.31494,NA,"","17100312","Element","Element 29312",1
"Beach Monitoring","Enterococcus","29312","Harris Beach State Park day use area, north cove at Harris Creek","Grab Sample::GS",771,10,"MPN/100 mL","A",2013-07-22 14:25:00,"Assumed NAD83",42.06924,-124.31494,NA,"","17100312","Element","Element 29312",1
"Beach Monitoring","Temperature","29312","Harris Beach State Park day use area, north cove at Harris Creek","Field Duplicate::FD",14.4,-10,"°C","A",2017-07-19 10:41:00,"Assumed NAD83",42.06924,-124.31494,NA,"","17100312","Element","Element 29312",1
"Beach Monitoring","Temperature","29312","Harris Beach State Park day use area, north cove at Harris Creek","Field Primary::FP",14,-10,"°C","A",2017-08-30 11:57:00,"Assumed NAD83",42.06924,-124.31494,NA,"","17100312","Element","Element 29312",1
"Beach Monitoring","Temperature","29312","Harris Beach State Park day use area, north cove at Harris Creek","Field Primary::FP",14.4,-10,"°C","A",2017-07-19 10:40:00,"Assumed NAD83",42.06924,-124.31494,NA,"","17100312","Element","Element 29312",1
"Beach Monitoring","Temperature","29312","Harris Beach State Park day use area, north cove at Harris Creek","Field Duplicate::FD",14,-10,"°C","A",2017-08-30 11:57:00,"Assumed NAD83",42.06924,-124.31494,NA,"","17100312","Element","Element 29312",1
"Beach Monitoring","Enterococcus","29312","Harris Beach State Park day use area, north cove at Harris Creek","Grab Sample::GS",31,10,"MPN/100 mL","A",2013-08-21 16:25:00,"Assumed NAD83",42.06924,-124.31494,NA,"","17100312","Element","Element 29312",1
"Beach Monitoring","Temperature","29312","Harris Beach State Park day use area, north cove at Harris Creek","Grab Sample::GS",12.8,0,"°C","A",2013-08-21 16:25:00,"Assumed NAD83",42.06924,-124.31494,NA,"","17100312","Element","Element 29312",1
"Beach Monitoring","Temperature","29312","Harris Beach State Park day use area, north cove at Harris Creek","Grab Sample::GS",17.6,0,"°C","A",2013-09-04 16:03:00,"Assumed NAD83",42.06924,-124.31494,NA,"","17100312","Element","Element 29312",1
"Beach Monitoring","Temperature","29312","Harris Beach State Park day use area, north cove at Harris Creek","Field Duplicate::FD",12.7,-10,"°C","A",2015-06-03 10:04:00,"Assumed NAD83",42.06924,-124.31494,NA,"","17100312","Element","Element 29312",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",14.5,0,"°C","A",2013-06-27 11:00:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",12.6,-10,"°C","A",2015-06-03 10:15:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Enterococcus","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",30,10,"MPN/100 mL","A",2013-09-04 16:13:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",17.2,0,"°C","A",2013-09-04 16:13:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",12.5,0,"°C","A",2013-08-21 16:37:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Enterococcus","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",20,10,"MPN/100 mL","A",2013-07-22 14:35:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",15.4,-10,"°C","A",2013-07-10 16:02:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",14.1,-10,"°C","A",2017-08-30 12:08:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",16,-10,"°C","A",2015-09-02 09:54:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",11.9,-10,"°C","A",2017-06-07 09:48:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Enterococcus","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",20,10,"MPN/100 mL","A",2015-09-02 09:54:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",16.6,-10,"°C","A",2014-08-06 17:33:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Enterococcus","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",10,10,"MPN/100 mL","A",2014-08-20 17:09:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",17.3,-10,"°C","A",2014-08-20 17:09:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",16.6,-10,"°C","A",2014-07-09 18:08:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Enterococcus","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",20,10,"MPN/100 mL","A",2014-08-06 17:33:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",15.9,-10,"°C","A",2014-07-23 16:01:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Enterococcus","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",20,10,"MPN/100 mL","A",2014-05-21 17:21:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",12.7,-10,"°C","A",2014-05-21 17:21:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Enterococcus","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",20,10,"MPN/100 mL","A",2014-06-04 17:06:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",13.9,-10,"°C","A",2014-06-04 17:06:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",13.5,-10,"°C","A",2014-06-25 17:28:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",14.1,-10,"°C","A",2016-08-17 10:55:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Enterococcus","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",10,10,"MPN/100 mL","A",2015-07-22 10:58:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",14,0,"°C","A",2013-07-22 14:35:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",9,0,"°C","A",2013-06-12 10:04:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Enterococcus","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",148,10,"MPN/100 mL","A",2015-08-12 10:23:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",16.5,-10,"°C","A",2015-08-12 10:23:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Enterococcus","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",10,10,"MPN/100 mL","A",2015-06-30 15:48:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",16,-10,"°C","A",2015-06-30 15:48:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",15.2,-10,"°C","A",2015-07-22 10:58:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",16.8,-10,"°C","A",2017-08-09 10:32:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",13.9,-10,"°C","A",2017-07-19 10:50:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",11.3,-10,"°C","A",2016-06-15 10:22:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Enterococcus","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",10,10,"MPN/100 mL","A",2016-08-17 10:55:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",14.1,-10,"°C","A",2016-07-27 11:59:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",12.3,-10,"°C","A",2016-05-25 09:43:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",14.7,-10,"°C","A",2017-06-28 12:07:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Beach Monitoring","Temperature","29313","Harris Beach State Park day use, south cove west of parking lot","Grab Sample::GS",12.6,-10,"°C","A",2016-07-06 14:42:00,"Assumed NAD83",42.06768,-124.31494,NA,"","17100312","Element","Element 29313",1
"Toxics Monitoring Program - Water","Temperature","30670","Chetco River below Jack Creek","Grab Sample::GS",19.7,0,"°C","A",2013-08-05 11:15:00,"Assumed NAD83",42.06427,-124.22897,NA,"","17100312","Element","Element 30670",1
"Toxics Monitoring Program - Water","Dissolved Oxygen","30670","Chetco River below Jack Creek","Grab Sample::GS",10.9,1,"mg/L","A",2013-04-22 10:15:00,"Assumed NAD83",42.06427,-124.22897,NA,"","17100312","Element","Element 30670",1
"Toxics Monitoring Program - Water","Phosphate, Total as P","30670","Chetco River below Jack Creek","Grab Sample::GS",0.01,0.01,"mg/L","A",2013-04-22 10:15:00,"Assumed NAD83",42.06427,-124.22897,NA,"","17100312","Element","Element 30670",1
"Toxics Monitoring Program - Water","pH","30670","Chetco River below Jack Creek","Grab Sample::GS",7.9,0.1,"pH Units","A",2013-08-05 11:15:00,"Assumed NAD83",42.06427,-124.22897,NA,"","17100312","Element","Element 30670",1
"Toxics Monitoring Program - Water","Dissolved Oxygen","30670","Chetco River below Jack Creek","Grab Sample::GS",9.6,1,"mg/L","A",2013-08-05 11:15:00,"Assumed NAD83",42.06427,-124.22897,NA,"","17100312","Element","Element 30670",1
"Toxics Monitoring Program - Water","Phosphate, Total as P","30670","Chetco River below Jack Creek","Grab Sample::GS",0.01,0.01,"mg/L","A",2013-08-05 11:15:00,"Assumed NAD83",42.06427,-124.22897,NA,"","17100312","Element","Element 30670",1
"Toxics Monitoring Program - Water","Temperature","30670","Chetco River below Jack Creek","Grab Sample::GS",12.7,0,"°C","A",2013-04-22 10:15:00,"Assumed NAD83",42.06427,-124.22897,NA,"","17100312","Element","Element 30670",1
"Toxics Monitoring Program - Water","pH","30670","Chetco River below Jack Creek","Grab Sample::GS",7.7,0,"pH Units","A",2013-04-22 10:15:00,"Assumed NAD83",42.06427,-124.22897,NA,"","17100312","Element","Element 30670",1
"Toxics Monitoring Program - Water","Dissolved Oxygen","30670","Chetco River below Jack Creek","Grab Sample::GS",10.4,1,"mg/L","A",2013-10-28 09:30:00,"Assumed NAD83",42.06427,-124.22897,NA,"","17100312","Element","Element 30670",1
"Toxics Monitoring Program - Water","pH","30670","Chetco River below Jack Creek","Grab Sample::GS",7.5,0.1,"pH Units","A",2013-10-28 09:30:00,"Assumed NAD83",42.06427,-124.22897,NA,"","17100312","Element","Element 30670",1
"Toxics Monitoring Program - Water","Temperature","30670","Chetco River below Jack Creek","Grab Sample::GS",11.3,-10,"°C","A",2013-10-28 09:30:00,"Assumed NAD83",42.06427,-124.22897,NA,"","17100312","Element","Element 30670",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",17.3,-10,"°C","A",2015-07-22 12:17:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",63,10,"MPN/100 mL","A",2013-07-22 13:45:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",15.3,0,"°C","A",2013-07-22 13:45:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",30,10,"MPN/100 mL","A",2013-08-21 17:35:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",16.3,-10,"°C","A",2016-05-25 10:47:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",17,-10,"°C","A",2016-07-06 15:35:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",10,10,"MPN/100 mL","A",2013-09-04 17:19:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",187,10,"MPN/100 mL","A",2013-06-27 08:58:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",108,10,"MPN/100 mL","A",2015-09-02 11:04:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",18.7,-10,"°C","A",2015-09-02 11:04:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",17.4,-10,"°C","A",2015-06-30 17:26:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",17.4,-10,"°C","A",2015-08-12 11:39:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",16.5,-10,"°C","A",2015-06-03 11:39:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",52,10,"MPN/100 mL","A",2013-07-10 17:52:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",16.9,-10,"°C","A",2013-07-10 17:52:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",16,0,"°C","A",2013-06-27 08:58:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",109,10,"MPN/100 mL","A",2014-05-21 18:35:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",15,-10,"°C","A",2014-05-21 18:35:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",52,10,"MPN/100 mL","A",2014-06-04 18:16:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",4611,10,"MPN/100 mL","A",2014-06-26 11:17:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",63,10,"MPN/100 mL","A",2014-07-09 19:20:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",17.2,-10,"°C","A",2014-06-04 18:16:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",16.4,-10,"°C","A",2014-06-26 11:17:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",3654,10,"MPN/100 mL","A",2014-06-25 18:40:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",15.8,-10,"°C","A",2014-06-25 18:40:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Field Primary::FP",373,10,"MPN/100 mL","A",2014-07-24 11:01:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Field Primary::FP",16.8,-10,"°C","A",2014-07-24 11:01:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Field Duplicate::FD",187,10,"MPN/100 mL","A",2014-07-24 11:02:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Field Duplicate::FD",16.8,-10,"°C","A",2014-07-24 11:02:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",554,10,"MPN/100 mL","A",2014-07-23 17:20:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",18.3,-10,"°C","A",2014-07-23 17:20:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",17.5,-10,"°C","A",2014-07-09 19:20:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",132,10,"MPN/100 mL","A",2014-08-06 18:56:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",17.3,-10,"°C","A",2014-08-06 18:56:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",19.8,0,"°C","A",2013-09-04 17:19:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",18.2,-10,"°C","A",2014-08-20 18:38:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",135,10,"MPN/100 mL","A",2014-08-20 18:38:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",16.6,0,"°C","A",2013-08-21 17:35:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",74,10,"MPN/100 mL","A",2015-06-03 11:39:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",31,10,"MPN/100 mL","A",2015-06-30 17:26:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",63,10,"MPN/100 mL","A",2016-05-25 10:47:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",158,10,"MPN/100 mL","A",2015-08-12 11:39:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",20,10,"MPN/100 mL","A",2016-07-06 15:35:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",84,10,"MPN/100 mL","A",2016-07-27 13:19:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",17.4,-10,"°C","A",2016-07-27 13:19:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",20,10,"MPN/100 mL","A",2016-08-17 12:10:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",16.7,-10,"°C","A",2016-08-17 12:10:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Enterococcus","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",41,10,"MPN/100 mL","A",2016-06-15 11:47:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","30935","Macklyn Creek 50m upstream from mouth","Grab Sample::GS",15.3,-10,"°C","A",2016-06-15 11:47:00,"Assumed NAD83",42.04921,-124.29225,NA,"","17100312","Element","Element 30935",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",11.4,-10,"°C","A",2016-06-15 10:56:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",15.2,-10,"°C","A",2016-07-27 12:25:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Enterococcus","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",10,10,"MPN/100 mL","A",2016-07-06 15:02:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Enterococcus","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",10,10,"MPN/100 mL","A",2017-08-30 12:49:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Enterococcus","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",20,10,"MPN/100 mL","A",2017-08-09 10:55:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",16.6,-10,"°C","A",2017-08-09 10:55:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Enterococcus","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",10,10,"MPN/100 mL","A",2016-05-25 10:09:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Enterococcus","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",41,10,"MPN/100 mL","A",2017-07-19 11:21:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
"Beach Monitoring","Temperature","31549","Harris Beach SP at Eiler Cr","Grab Sample::GS",15.1,-10,"°C","A",2017-07-19 11:21:00,"Assumed NAD83",42.06309,-124.30486,NA,"","17100312","Element","Element 31549",1
